,date,lme_copper_cash,lme_copper_three_month,lme_copper_stock,CN_BIP pro Kopf in USD,US_BIP pro Kopf in USD,Global_Nachfrage in Mio. Tonnen,EU_Produktionsmenge in 1000 Tonnen,AU_Produktionsmenge in 1000 Tonnen,CL_Produktionsmenge in 1000 Tonnen,CN_Produktionsmenge in 1000 Tonnen,MX_Produktionsmenge in 1000 Tonnen,PE_Produktionsmenge in 1000 Tonnen,RU_Produktionsmenge in 1000 Tonnen,ZM_Produktionsmenge in 1000 Tonnen,US_Produktionsmenge in 1000 Tonnen,CN_Verbrauch in 1000 Tonnen,EU_Verbrauch in 1000 Tonnen,JP_Verbrauch in 1000 Tonnen,US_Verbrauch in 1000 Tonnen,AU_Reserven in Mio. Tonnen,CL_Reserven in Mio. Tonnen,CN_Reserven in Mio. Tonnen,US_Reserven in Mio. Tonnen,CG_Reserven in Mio. Tonnen,MX_Reserven in Mio. Tonnen,PE_Reserven in Mio. Tonnen,RU_Reserven in Mio. Tonnen,ZM_Reserven in Mio. Tonnen,Global_Produktionsmenge in 1000 Tonnen,Global_Verbrauch in 1000 Tonnen
1965,2019-03-19,6500.0,6484.0,181200,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1964,2019-03-20,6487.0,6469.0,179275,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1963,2019-03-21,6520.0,6501.0,176450,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1962,2019-03-22,6375.0,6369.0,175325,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1961,2019-03-25,6328.0,6324.0,173800,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1960,2019-03-26,6361.0,6340.0,172275,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1959,2019-03-27,6338.5,6340.0,170725,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1958,2019-03-28,6385.0,6372.5,169950,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1957,2019-03-29,6485.0,6478.0,168525,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1956,2019-04-01,6498.0,6492.0,168525,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1955,2019-04-02,6431.0,6440.0,167425,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1954,2019-04-03,6483.0,6488.0,167950,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1953,2019-04-04,6444.0,6465.0,198325,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1952,2019-04-05,6419.0,6434.0,198300,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1951,2019-04-08,6432.5,6452.0,197550,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1950,2019-04-09,6498.0,6507.0,198275,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1949,2019-04-10,6447.0,6466.0,197525,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1948,2019-04-11,6432.5,6443.0,194425,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1947,2019-04-12,6490.0,6514.5,192425,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1946,2019-04-15,6456.0,6475.0,191750,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1945,2019-04-16,6460.0,6488.0,190500,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1944,2019-04-17,6509.0,6533.0,190650,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1943,2019-04-18,6448.0,6456.0,189225,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1942,2019-04-23,6430.0,6439.5,188300,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1941,2019-04-24,6437.5,6442.0,186125,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1940,2019-04-25,6375.5,6380.0,194800,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1939,2019-04-26,6393.0,6388.0,195900,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1938,2019-04-29,6376.0,6372.0,232225,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1937,2019-04-30,6442.0,6435.0,229175,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1936,2019-05-01,6398.0,6384.0,225925,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1935,2019-05-02,6214.0,6215.0,231950,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1934,2019-05-03,6180.0,6180.5,228275,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1933,2019-05-07,6174.0,6178.0,230075,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1932,2019-05-08,6103.0,6126.0,227200,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1931,2019-05-09,6112.0,6121.0,217975,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1930,2019-05-10,6135.5,6146.5,211475,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1929,2019-05-13,6042.5,6069.0,203750,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1928,2019-05-14,6007.0,6040.0,198650,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1927,2019-05-15,6002.0,6032.0,194250,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1926,2019-05-16,6089.0,6113.0,191725,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1925,2019-05-17,6025.0,6044.0,190550,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1924,2019-05-20,5985.0,6011.0,188725,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1923,2019-05-21,6004.0,6035.0,189250,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1922,2019-05-22,5920.0,5957.0,187700,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1921,2019-05-23,5860.0,5897.0,186475,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1920,2019-05-24,5919.0,5950.0,185825,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1919,2019-05-28,5956.5,5980.0,185575,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1918,2019-05-29,5864.5,5890.0,185000,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1917,2019-05-30,5823.0,5854.0,212450,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1916,2019-05-31,5780.5,5819.0,212000,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1915,2019-06-03,5796.0,5820.0,211800,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1914,2019-06-04,5804.0,5827.0,211775,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1913,2019-06-05,5832.5,5859.5,212050,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1912,2019-06-06,5805.0,5823.0,211650,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1911,2019-06-07,5770.0,5785.5,211575,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1910,2019-06-10,5788.0,5811.0,211350,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1909,2019-06-11,5905.0,5916.0,211225,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1908,2019-06-12,5828.5,5848.0,210900,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1907,2019-06-13,5797.5,5830.0,248550,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1906,2019-06-14,5805.5,5827.5,252425,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1905,2019-06-17,5756.0,5790.0,251350,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1904,2019-06-18,5848.5,5876.0,250750,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1903,2019-06-19,5895.0,5920.0,248375,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1902,2019-06-20,5962.0,5972.0,247050,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1901,2019-06-21,5941.0,5952.0,246050,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1900,2019-06-24,5917.0,5932.5,244725,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1899,2019-06-25,5985.5,6005.0,242875,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1898,2019-06-26,6006.0,6017.5,241700,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1897,2019-06-27,5953.5,5967.5,241175,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1896,2019-06-28,5972.0,5981.5,241400,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1895,2019-07-01,5999.0,6012.0,240900,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1894,2019-07-02,5910.0,5926.0,239925,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1893,2019-07-03,5874.0,5887.0,272500,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1892,2019-07-04,5900.0,5915.0,271525,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1891,2019-07-05,5857.0,5870.0,302975,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1890,2019-07-08,5912.0,5930.0,298300,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1889,2019-07-09,5805.0,5822.0,296025,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1888,2019-07-10,5862.5,5880.0,293525,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1887,2019-07-11,5925.0,5935.0,290000,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1886,2019-07-12,5950.0,5965.0,288200,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1885,2019-07-15,5997.5,5995.0,285825,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1884,2019-07-16,5959.0,5981.0,292925,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1883,2019-07-17,5922.0,5938.0,299600,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1882,2019-07-18,5948.0,5956.0,298025,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1881,2019-07-19,6066.0,6078.0,296450,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1880,2019-07-22,6007.5,6030.0,295725,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1879,2019-07-23,5968.5,5999.0,293375,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1878,2019-07-24,5980.0,6001.0,295000,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1877,2019-07-25,6010.0,6035.0,295475,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1876,2019-07-26,5945.0,5966.0,294125,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1875,2019-07-29,5949.5,5972.5,292950,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1874,2019-07-30,5943.0,5967.0,292500,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
1873,2019-07-31,5926.0,5950.0,290500,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
